ProteinID,p1_1,p1_2,p1_3,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,NoGp_1,NoGp_2,NoGp_3,NoGn_1,NoGn_2,NoGn_3
O43293,85.8,34.1,44.6,58,23,70.8,61,41.3,31.3,71.6,24.2,52.8,39.7,25.1,20
Q6PJT7,693.6,412.5,740.6,670.7,759.5,589.1,717.5,564.7,685.4,734.9,377.5,508.8,212.8,239.4,233.6
O95983,396.1,207,419.1,239.1,411.7,321.9,398.7,229,382.4,378.1,143.4,253.9,98.2,90.5,107.8
Q27J81,319.4,173.4,279.3,175.2,150.2,225.2,273.5,177.9,159.3,250,193.7,426.8,181.2,153.6,156.3
O00165,18.2,14.8,12.4,22.1,10.2,13.3,18.5,14.2,14.2,14.2,16.4,21.8,12.6,22,17.5
Q9NY47,3.6,2,2.9,6.2,5.9,3.2,2.3,3.1,5.4,4.9,6.3,3,2.1,4.1,2.8
A0A1B0GTU1,495.8,250.2,490.9,439.8,409.8,404.7,424.2,269.3,411.6,435,226.8,418.7,176.6,163.4,185.4
O96017,27.1,17.4,14,13.8,12.8,21.7,27.1,18.3,13.1,24.4,19.5,22.2,27.9,31,27.2
Q3MHD2,160,106.6,133.4,136.2,92.7,118,141.7,120.7,111.9,109.3,95,188.1,88.1,86.1,89
P25788,17.5,29.8,17.9,26.9,13.8,23.1,17.9,23,14.7,20.3,19.5,17.6,41.3,56.5,45
Q8TAA3,27.5,40.6,20.1,42.5,19.7,20.9,20,29.3,28.6,20.2,40.2,22,50.2,50.3,58.3
Q9NP80,43.5,25.7,24.2,28.5,18,39.1,37.4,21.6,21.6,30.9,31.3,23.8,32.2,23,25.8
Q96EA4,99.6,44.5,82.7,47,76,77.1,99.4,47.4,62.4,72.8,45.7,78.3,27.5,35.6,34.1
P60709,2713.8,1465.8,2389.7,3355,1239.4,1980,1802.9,1852.6,1220.9,2271.4,1357.8,2612.3,2403,1074.7,1104.5
Q00839,1102.1,580.8,528.1,1369.9,459.3,915.7,925.8,684.4,586.3,998,455.2,676.1,476.1,343.6,452.4
Q9NWB6,146,273.6,97.3,149.4,123,103.2,125.1,241,191,135.8,254.6,148.6,387.4,807.4,554.6
Q92908,146.7,201,149.7,143.5,172.5,129.5,176.1,196,155,161.1,138.9,102.3,50.1,69.6,55.9
Q96RU2,7.3,3.4,10.1,4.3,6.6,5.7,7.2,3.6,3.6,5.6,5.9,10.2,7.3,9.6,5.4
P07195,429.5,362.3,291.6,649.5,314,377.9,495.2,412.7,492.9,356.7,316.4,355.1,566.4,259,334.1
P20810,113.2,108.5,143.3,129.7,149.4,87.3,120.5,136.4,169,105.3,146.5,170,133.6,114.1,125
Q9HCC0,103.1,96.8,57.5,272.6,54,80.4,75.9,121.6,84.2,100.1,83.3,86.2,130.3,97.4,101.7
Q8N184,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
Q9BYG3,529.5,315.2,287.9,534.2,294.9,487.6,473,352.3,364,459.8,223.2,289.7,185.2,177.5,173.3
P60468,61.8,66,54.4,58.2,58.4,55.8,75.1,80.6,62.1,51.6,70,52.9,23.2,33.2,43.8
Q96AY3,48.3,28.7,44.6,33.2,51.1,39.3,48,35.6,51.4,61.2,31,50.9,20,24.1,27.5
Q13835,68.8,106.3,114.1,105.3,111.5,39,58.9,141.1,124.4,49.8,147.3,116.3,240,226.2,304.5
O00566,988,492.9,731.9,551.9,941.9,830.4,1047.2,450.1,820.3,1024.6,291.2,368.4,143.7,168,134.7
Q9UJ72,12.8,8,11.1,7.2,14.1,12.2,20.6,7.9,10.8,18.7,4.2,7.6,3,3.1,0
Q96BR5,70.2,64.8,77.7,76.8,85.5,59.2,52.3,71.9,84.2,99.4,47.6,56.3,27.5,34.4,29.7
Q9BRL6,92.5,114.1,94.2,62.7,161,90.2,122.4,107.2,166,106.8,63.2,42.2,15.3,15.1,17.7
P20338,45.5,29.9,19.8,71.5,19.8,29.3,35.9,37.6,21.1,33.6,25.9,34.9,38,32.9,26
Q07866,814.3,338.4,707.3,316.3,517.6,531.3,668.2,388.2,441.9,533.7,449.9,782.8,157.4,150.5,153.8
Q99873,133.2,94.6,78.3,212.5,68.5,117.2,130.2,118.3,54.5,100.9,74.7,74.6,126.3,99.8,97.6
Q04323,105.4,71.9,147.1,54.1,117.4,113.4,126.3,75.4,129.8,117.8,68.9,132.1,34.6,33.7,37.2
Q14966,338.4,236.6,329.4,316.2,355.5,293.8,368.8,286,349.1,367.2,254.2,273.2,143.8,167.4,140.8
Q9H063,41.3,10.2,33.3,16.8,15.4,32.9,29.7,18.7,8.1,27.4,10.1,42.9,9.3,7.8,10.3
P53999,126.3,62.7,133.7,65.6,178.5,139.5,155.2,53.4,125.3,140.8,44.8,72.6,59.6,59.8,47.8
Q92499,343.2,185.5,150.4,487.8,116,313.6,273.7,261.1,130.9,283,179.5,188.1,220.2,140.9,165
Q9NTI5,95.3,80.9,62.3,202.2,57.3,78.1,80.8,93.5,85.4,87.5,67.7,80.9,78.9,49,61.4
P00492,31.8,21.8,50.3,30.4,53.9,31.2,32.9,31.6,44.6,40.8,23.7,70.5,11.4,9,8.7
Q8WVJ2,9.2,7.3,13.3,6.7,4.2,5.4,7.1,5.2,9.7,8.7,7.3,13.2,14,15.6,16.8
Q9UMY4,57.4,25.3,66.4,20.7,36.3,37.5,58.4,26.7,29.2,42.3,25.8,75.8,31.8,40.2,35.8
Q13813,852.4,576,1081.8,596.1,1010.4,661.8,852,673.7,978.6,927.7,717.1,1134.9,337.9,433.9,330.3
Q9NRG9,44.4,47.7,27.3,95.5,25.1,34.6,29.1,64.5,30.3,35.7,45.5,33.6,55.7,50,42
Q9H875,31.1,34.4,34,17.5,51.6,31.4,40,23.7,53.8,41,18.9,20.8,15.1,18.7,18
A0A087WUL8,540.8,203.6,464.8,170,417,434.7,528.2,239.3,335.1,483.8,197.4,325.6,55.1,46.1,42.7
Q96GC9,51.9,25.4,36.2,71.1,34.2,50,46.9,47.1,51.4,58.4,26,60.9,35.3,17.1,25.3
P24928,664.3,372.8,293.5,785.2,277.8,498.2,562,450.4,382.7,598.1,328.2,380.9,391.6,341.3,386.7
P42658,3.3,7.2,4.5,8.5,6.8,4,5.6,8.1,7.1,5.2,4.8,4.7,4.4,15.1,6
Q9Y512,740.4,376.4,412.2,1141.8,318.8,598.7,605.4,586.1,452.8,517.3,324.4,486,502.4,221.8,326
O76003,1227.8,263.1,1162.3,227,354.5,730,787,246,279.2,577.6,216.3,1238,263.8,264.6,335.1
P0CG47,988.2,824.4,856.2,820.5,731,846.5,973.6,908.2,752.8,670.6,810.2,764.8,478.3,390.4,471.8
Q8ND90,8.7,6.6,9.1,4.3,8.3,7.2,8,2.8,5.5,8.5,5.8,6,5.2,5.9,2.6
Q6E0U4,14.1,17.3,21.5,15.5,17,13,14.5,11.7,23.3,25.7,19.2,16.6,8.1,9.1,7.4
Q96SU4,9.3,10.7,8.7,14.8,4.4,9,9.6,9.9,6.9,15.9,12.6,10,14.3,11.6,13.1
Q14168,4.1,0,3,3.5,0,4.3,4.8,3.9,3,2.7,3.7,4.7,4,3.5,6.9
Q9BRA0,26.3,12.9,33.7,12.2,23.2,24.8,24.4,13.2,17.9,25.5,8.6,21.4,13.4,10.4,10
P51149,658.2,329.9,285,1142.2,263.2,438.3,567.7,520.5,394.6,401.3,281.6,417.1,389.3,269.7,279.9
Q7Z2K6,10.8,9.6,5.7,18.6,11.5,9,8.8,14.6,14.4,12.3,12.2,11.2,12.2,9.7,10.8
P62081,566.6,375.5,236.9,642,234.5,393.6,473.4,382.2,305.3,459.4,350.1,338,360.4,185.4,224.1
O60907,16.9,16.8,10.3,17.7,8.7,15.6,16.2,18.2,10.5,19,17,14.5,17.1,20.6,18.6
Q9Y2Q3,62.1,41.4,33.9,128.5,28.2,43.5,54.3,53,36.8,30.4,42.2,55.8,70.5,39.5,45.3
Q6NXT2,283.1,162.3,112.8,395.8,74.5,248.9,247.7,189,129.7,228.4,119.2,187.7,114.3,78.6,105
Q14596,52.9,30.2,74.2,26.7,54.2,48.9,48,36.1,58.7,62.8,27.7,62.3,14.2,17.2,15.5
Q96DT5,8.9,12.8,6.7,7.6,66.7,7.9,8.3,9,8,21,13.5,3.8,3.4,5.4,5
Q9NZJ7,43.1,43.6,18.7,111.6,23.3,36.8,34.7,60,33.9,29.2,28.6,35.9,41.3,23.5,29.4
Q8N3R9,111.6,64.2,131.3,70.9,78.9,89,104.6,74.2,74.8,89.7,51.3,167.6,43.4,53.8,47.4
Q9NUQ8,54.1,39.5,36.8,38.9,25.4,44.7,46.3,34.1,20.6,51.5,44.1,40.9,37.4,33.6,48.1
Q14008,606.6,374.1,345.2,478.5,270.3,411.4,488.5,371.5,309.3,420.5,337.2,479,379.2,339.5,368.1
Q8TC12,19.8,24.9,13.2,45.6,12.3,22.2,17.8,28.5,16.1,25.7,18.8,19.6,30,26.3,26.6
P51151,222.5,135.1,138.8,412.5,115.4,150.3,195.7,175.1,158,141.4,119.2,234.2,166,114.5,136
A1L0T0,57.7,57.6,45.5,148.4,40.4,56.6,65.4,85.7,52.8,63.1,65.5,60,72,67.9,61.3
P20794,44.2,34.4,26.6,56.4,16.9,33,32.3,39.1,16.8,37.5,20.8,27.3,30.3,32.5,28.4
Q4J6C6,18.5,12.9,13.4,28.5,14,11.3,17.9,15.9,11,25.3,11.3,9.8,20.9,16.6,11.8
Q9H773,123.5,87.4,132.9,72,124.1,103.7,119.8,100.5,94.6,141.8,79.8,143.6,47.9,58.8,54.5
P60763,61,34.8,30.8,107.9,23.2,39.6,47.1,46.5,32.1,30.7,31.3,45.3,41.3,22.9,20
Q08945,951.3,402.7,563.4,714.7,423.4,789.7,770.6,385,370.7,726.1,301,505.5,456.1,291.6,362.6
O60885,155.2,131.5,199.2,133.3,244.4,125.5,155.8,147.3,233,203.4,119.5,130.3,80,82,71
Q14207,53.2,33.4,55.5,45.5,57.7,40.8,58.9,39.3,73.5,60.8,37.6,57.4,10.5,10.8,22.3
Q9Y3R4,9.7,21.6,11.6,14.6,12,9.4,11,19.2,17.1,6.2,34,11.3,26.5,40,39
P0DME0,2.5,0,4.4,2.3,8.5,5.6,4.9,0,4.6,3.4,0,0,3.4,3.8,0
Q9H3D4,63,134.8,64.4,100.6,53.4,42.7,62.3,153,62.3,65.7,131,85.9,246.1,337.6,308.8
O15355,1671.4,759.3,1479.1,926.1,1295.5,1169.5,1545.7,909.6,1300.1,1428.2,667.3,1170.3,332.7,396.2,378.9
Q9Y5X1,184.5,60.3,135.6,88,82.1,167.8,144.7,72.4,63.7,87.2,64,160.4,49.3,46.4,46.5
P67936,39.3,36.1,45,29.7,53.2,20.4,26.6,40.7,53.9,37.7,36.5,45.7,69.1,54.2,40.5
Q96T88,451.1,250.5,243.1,597.4,222.9,360.9,340,295.9,271.5,426.9,205.8,287.1,224.2,182.6,189.9
P56270,682.4,441.1,561.5,603.9,550,492.4,727.9,520.2,384.2,488.3,353.2,438.8,161.4,142.2,172.6
P35232,978.7,521,518,1492.2,401.5,713.7,783.9,726.6,490.8,822.3,468.9,620.5,669.5,430.1,432.8
O75489,129.1,96.8,75.1,232,70,97.6,114.6,118.8,76.4,90.4,84.2,91.4,148.5,87.8,74.6
O95235,107.1,47.6,41,66,31.1,90.8,84.3,53.1,39.8,66.9,38.8,48.5,47.2,68.7,55
Q58FF6,317.5,129,113.1,110.8,70.9,237.4,215.2,125.9,116.8,220,125.3,146.7,153.9,175.8,178
Q0D2I5,9.6,0,4.6,3.3,2.8,3.9,5.9,2.3,3.2,3.5,0,4.9,2.4,4.7,0
Q7L9B9,15.4,15.4,19.2,28.5,11.9,12.2,14.7,15.2,13.7,11.7,14.2,22.8,18,11.5,13
P52306,233.8,144.7,127.1,127.2,110.4,140.8,178.1,111.3,119.6,106.4,134.3,176.1,116.3,152.3,186.1
O43402,157,125.1,83.7,259.2,70.1,120.9,134.2,150.3,82.3,135.5,94.4,134.6,161.8,151,156.4
P53007,17,16.4,8.1,31.3,12.3,10.9,15.7,21.2,11.3,10.4,15.3,15,24.5,26,33.4
Q13796,25.3,28.5,33.7,23.8,28.4,23.3,26.5,28.8,26.3,27.5,26.5,41.7,12.4,21.2,30.8
Q9UN30,29.2,17.5,19.3,14.9,19,28.5,32,12.9,17.2,19.8,13.9,17.2,16.1,23.2,18.4
Q13823,901.7,485,567.4,553.3,662.1,786.2,934.8,563.2,688.6,990,286.6,331.8,217.5,300.7,204.8
Q9BTA9,276.9,161.9,250.8,179.1,196.2,229.6,261.8,213.2,221.6,250.6,154.2,176.1,62.8,73.9,56.2
Q5UIP0,1196,709.7,1091.2,833,1243.2,922.7,1212.3,763.4,1271.7,1128.6,599.8,829.5,337.5,341.9,317.6
Q86WB0,176.2,78.5,164.6,93.3,95.5,143.1,144.8,83.3,95.1,136.6,81.7,161.4,66.8,62.8,71.7
Q9NY27,44.8,31.8,43.7,46.7,46.6,42.5,32.2,39.2,42.3,42.6,32.1,40.7,41.5,23.7,16.7
P49711,396.2,196,336.6,365.2,303,292.4,368,231,363.9,394.6,160.9,296.2,112.6,97.9,110
P33316,95.4,110.7,162.9,50.6,177.6,104.1,109.6,88.6,189.9,119.4,70.5,119.7,21,9,11
Q6ZN19,19.2,17.5,15.7,30,15.1,12.3,22.8,17.1,20,16.8,21.4,20.7,14.3,16.1,17
P31040,94.7,82.5,56.5,229.1,46.1,92.2,81.5,119.2,67.7,94,63.5,85.9,94.7,73.7,86.2
Q86YT6,19.8,16.4,7.8,19.8,12.5,15.7,21.5,14.8,18.2,18.4,15.3,16,21.9,28.2,23.9
Q9H9E3,25.6,21.3,22.9,16.6,9.4,21.9,26.3,17.8,17.3,23.2,16.9,22.4,28.3,13.5,24
Q5SY16,133,98,93.4,192.2,67.3,116.5,125,121.1,88.4,125.3,73.2,94.3,112.5,112.1,116.2
Q8NFH5,126.2,110.9,151.6,148.2,118.7,96,137.5,119.5,120.5,99.1,121.9,167.4,94.4,114.4,176.7
Q92896,125,166.3,146.1,142.1,153.8,94.8,139.4,162.8,209.2,133.1,186.8,172,142.9,148.9,165.4
O75410,455.1,296.2,499.6,295.6,526.3,380.4,466,283.4,575.8,470.3,299.9,485.6,211.9,305.2,299.3
P23396,143.4,83.8,43.2,242.2,50.4,108.4,90.7,123.4,83.8,94.2,104.5,66.1,126.3,56.2,56.3
Q9HCH0,152.1,108.9,138.2,101.6,147.4,106.9,134.2,98.7,132.4,139.5,112.1,132.3,69.5,99.9,79.2
P78337,398.2,223,381.5,210.8,403,382,410.1,228,334.9,412.5,166.5,229.9,64.5,69.8,64.7
O94992,224.3,189.6,264.5,157.6,352,195.9,236.3,176.7,335.3,303.1,110.6,141.8,65.9,88.9,52.2
O75556,4.2,13.3,5.7,11.4,9,2.5,4.6,8,12,6.7,20.4,6.6,12,19.1,35.1
Q05D32,871.8,400.6,785.3,527.2,594,674.8,872.4,577.9,481.7,659,348.7,562,202.7,155.1,205
Q13188,49.8,9,27.7,12.1,10.2,33.6,32.1,12.7,7.9,22.9,11.4,35,12.9,11.2,8
Q8NB66,39,107,34.3,83.8,36.6,30.3,36.8,108.4,30.8,38.8,108.5,38.6,163.2,96.8,93.4
Q9Y2Y1,29.2,23.9,23.1,15.8,19,31.3,33.1,27.3,23.4,22.4,22.8,19.9,18,31,42
Q14746,26.9,24.2,16.3,17.3,13.2,22.9,28.3,18.7,16.6,23.1,26.2,23.2,31.6,34.3,30.8
Q9H3K2,42.3,22.7,18.3,67,12.4,29.2,26.9,32.5,26.2,31.6,23.3,27.2,30.9,18.3,24.3
Q5JS37,144.3,88.3,147.8,112.6,110.9,117.5,109.8,94.9,100.6,175.3,73.3,118.5,58.7,146.6,53.9
P43307,44.2,37.6,59,27.3,73.3,39.9,54.7,37.8,55.4,51.7,41.3,46.7,35.7,21.3,15.9
Q14696,76.5,46,52.3,72.2,44,60.2,65.6,40.5,68.8,67.6,36.4,65.9,58.9,56.4,43.4
Q63HQ0,189.5,230.9,252.6,264.6,289.6,134,203.6,314,316.7,159.6,383.6,301,58.8,89,94.7
Q9UH62,77.7,70.8,51.4,106.5,38.2,83.8,79.4,77.4,62.6,67.4,61.4,63,66.6,52.6,58.6
Q01804,423.8,272.3,316.7,239.2,287.8,323.2,403.3,311.7,334.9,265.6,409,357.1,84.5,95.1,96.9
Q14166,45.9,24.1,29.8,24,13.4,31.3,37.2,19.7,8.6,30.2,15.3,34.9,29.1,19.6,29.3
O95870,24.2,27.4,17.7,67.1,16.8,21.5,25.3,41.5,25.6,16.1,23,28.6,25.5,21.2,19.9
O75147,42.8,28.2,27.8,32.4,22.8,31.5,35,20.3,19.4,44,25.8,20.5,21.2,18.7,16.2
Q9UL40,118.4,96.1,133.1,85,154.7,97,121.5,100.4,128.8,107.7,99,84.5,42.2,49.5,43.3
Q13427,270.8,391.2,298.7,344,349,252.2,297.2,503.3,404.2,388.4,323.7,212.7,149.5,352.5,255.4
Q6ZMZ0,11.5,4.5,5.7,4.8,4.5,9.8,10.7,6.3,6.2,8.1,4.4,8.3,5,7.6,0
Q5JTV8,489.5,319.6,652.4,375.8,592.1,423.8,505.8,362.3,517.6,530.5,340.7,580.6,160.5,182.1,165.7
Q9NVH0,100.2,69.8,68.1,138.1,60.2,71.6,91.6,89.2,82.4,89.2,74.4,118.8,85.8,67.4,69.2
Q9UHK0,126.9,70.8,79.3,62.5,67,95.8,114.7,71.8,83.4,90.6,61.4,57.2,57.2,154.5,112
Q9UHG3,55.2,46.4,49,81.2,38.1,46.5,45.9,50.9,52.2,51.7,44.7,49.9,59.2,38.1,48.5
Q5JTD0,52.6,41.8,62.9,38.2,53.7,37.1,56.5,45.6,67,49.6,52.3,58.3,16.9,25.3,23.5
P54764,9.1,15,4.3,18.9,9.4,10.1,10.9,11.8,9.2,9.7,9,10.7,13.2,13.4,19.1
Q9BVV7,6.3,9,8.9,17,8.2,8,7.7,7.1,7.8,4.4,6.6,8.3,6.8,5.4,7
P35637,1202.4,1798.2,1491.6,1167.3,1783.3,1280.7,1904.7,1815.6,1904.8,1478.1,1153.6,995.1,331.2,390.2,449.9
Q9UIF9,110.2,70.7,109.2,111.5,91.6,105,101.6,70.8,110.4,114.1,55.7,101,66.9,57.2,64.7
Q9P0I2,35.1,21,18.5,64.5,11.4,25.6,31.2,30.5,59.6,30.9,19,28,24.8,42.6,26.4
Q13620,298.9,214,191.9,279.4,148.3,256.6,292.2,240.2,190.2,237.2,228.6,299.3,251,200.9,225.4
Q9UPY3,60.3,47.5,34.1,45.4,17.1,53.4,51.3,40,29.5,48.7,47.8,41.2,47.1,37.5,46
P48730,38.2,38.1,27.7,60.9,23.4,33.5,35.9,46,23.2,33.6,55.5,29.1,41,49.1,39
Q9UGP5,5.8,6.1,7.1,8.6,4.3,3.5,3.8,5.7,0,0,2.9,0,6.7,5.7,8.5
Q9C0G0,321.6,159.5,256.9,252.1,263.8,284.4,355.5,213.8,172,217.2,167.9,222.4,65.2,53.6,63.7
Q96CT7,847.8,1085.1,956.1,513,1181.2,872.3,1061,1393,1178.8,1038.2,1439.9,779.7,142.7,160,246.3
Q969Q6,56.3,49.1,33.6,100.2,23.1,44.1,49.9,54,36.1,56.3,41.1,59,46.1,36.1,26.5
Q13242,400.6,208.7,449.3,246.5,297.2,380,460.6,235.2,230.7,335.4,108.9,292.1,89.5,116.1,112.9
Q15025,43.6,30.4,37.6,32.6,45.1,31.9,38.6,33.6,54.7,40.9,39.7,46.5,10.7,20.5,15
P07355,233.1,408,273.3,413.3,267,153.5,219.4,393.3,340.3,254.6,515.8,330.5,1407.2,958.6,686.6
Q9Y679,177.1,120.4,121.5,310.6,104.1,147.2,159.6,174.2,126.2,174.5,105.6,139.5,139.4,78.3,78.2
Q99880,180.2,93.3,245.6,85.3,279.8,192.8,170.8,84.8,207.5,233.3,42.1,116.6,30.7,56.3,55.9
P79522,331.9,329.7,316.9,363.7,392.8,270.7,361,336.9,373.3,334.2,246.7,219.8,122.7,176.2,148
Q96RS0,61.9,20.6,43.5,22.7,37.4,45.4,53.2,26,30.4,47.6,20.1,48,12.3,17.3,11.8
O94906,242.1,130.7,94.6,315.3,80.7,196.6,180.8,144.4,98.8,218.2,110.2,130.5,120.2,104.4,109.8
Q8IU81,13.9,5.8,7.4,8.6,3.9,9.6,11.3,7.9,3.3,5.4,3.9,7.2,1.9,2.2,5.2
Q9NRR5,33.6,22.9,42.8,21.9,36.2,30.2,29.9,23.9,38.2,27.8,23.7,40.7,16.7,20.3,16.3
P49756,110.3,92.5,67.4,130.5,61,94.6,88.7,107.7,73.5,103,82.3,89.5,84.8,81.5,81
Q92782,38.1,30,31.4,33.2,23.6,26.6,31.1,35.7,22.8,28.4,24.6,33.1,31.2,40,32.1
Q9UBB4,823,256.5,485.6,365.3,180.5,485.1,616.5,266.2,214.4,372.8,243.8,770.3,269.4,177.3,190.9
Q5T3I0,1995.4,616.2,1085.6,609.3,1156.2,1661.1,1856.3,564.4,915.4,1430.6,358,580.5,232.4,388.5,255.3
Q96DB5,39.7,24,27.5,65.3,22.5,34.3,26.9,44.2,28.9,31.7,20.6,44.8,36,35.6,28.5
Q53GL0,68.9,56.3,77.5,68.5,89,68.6,85.6,77.6,93.8,62.8,62.6,61.7,36.7,48.3,40
Q96N21,100.1,34.5,80.9,35.9,57,72.7,75.8,38.6,42.9,75.6,30.9,95.4,31.3,47.5,30.2
Q6PKG0,716.2,342.2,942.3,322.9,632.5,598.6,701.6,369.6,651.6,553,451.2,1130,162.5,152.7,190.6
Q12874,605.1,223.9,522.5,329.1,411.8,447.2,517.8,238.1,279.1,462.9,213.9,383.3,194,171.8,160.2
P38398,69.1,67.9,115.9,67,99.6,62.6,109.4,77.8,118.5,86,74.2,114.9,41.3,43.5,66.2
Q10713,248.7,214.1,134.8,647.9,139.1,206.9,194.5,268,169.6,268.9,164.6,169.2,253.7,140.1,182.6
Q96J84,451.5,483.7,668.6,414.3,710.9,374,553,547.5,722.6,444.8,879,805.8,167.5,183.1,208.9
Q9H082,233.8,156.6,119,619.1,115,155.8,194.2,251,187.9,158.2,134.1,189.8,186.8,97.4,139.4
P17676,70.2,76.7,110.7,69.4,125,62.5,68.3,66,111.4,104.3,74,78.9,24.7,35.1,29.6
Q9UI10,73,47.6,35.7,91.6,29.6,61.1,61.9,53.1,38.4,55.5,43.7,50.3,54.3,34,33
Q9H6R3,9.8,15.1,13.9,24.3,10.7,12.5,9.4,21.8,10.3,14.9,13,12.6,16.9,8.8,14
Q76N32,32.6,29.7,40.6,23.8,34.7,24.7,38.6,37.7,46.6,35.5,40.7,50,26.2,49.4,48.3
Q92928,848.5,512,435.4,2039,369.2,568.9,709.5,808.8,612.6,568.8,440.4,653.5,629.1,338.3,443
Q9NVV4,24.8,36.5,19.8,56,21.5,21.1,24.6,40.9,33.1,27.4,26.9,26.3,43.6,38.5,36.5
P40939,690.1,433.4,280.5,1368.5,254,537,520.2,606.7,389.8,586.7,366.5,442.7,484.4,334.9,389
Q643R3,7.8,8.7,8.2,17,8.1,5.8,6.7,8.8,5.2,9.2,9.1,11.4,10.7,8.2,9.7
P61018,233.8,156.6,119,619.1,115,155.8,194.2,251,187.9,158.2,134.1,189.8,186.8,97.4,139.4
Q86T24,295.3,157.8,184.3,228.2,149.2,219.6,274.6,177.2,169.6,250.9,150.5,202.7,184.3,179.3,205.7
Q92793,38.7,32.9,23.7,36.8,25.7,29.1,37.4,41.5,23.2,26.9,40.5,26.3,41.7,41.5,53.2
Q8NEJ9,810.1,323.6,564.7,268.7,607,726.5,823.7,324.8,546.5,913.2,230.3,283.6,173.1,251.4,175.6
Q9UJK0,9.1,8.3,8.6,13.6,7.2,10.5,15.6,13.1,9.3,10.3,4.8,11.3,13,12.3,13.4
Q9BV81,14.9,13.1,6.9,20.6,8.3,9.7,10.9,11.7,10.3,11.6,14,9.4,17,18.6,16.6
Q4KMQ1,82.9,39.4,43.3,45.7,63.3,71.5,72.1,44.1,51.5,72,37.5,36,25.1,41.7,38.6
Q15365,990.7,365.9,990.6,449.6,449.9,797.5,865.7,437,434.1,640.4,335.8,981.8,388.8,304.1,347
P61221,150,72.9,46.9,118.3,29.7,94.3,102,72.8,38.1,91.6,62.1,60.5,72.2,68.2,64.3
Q8TB36,68,56.2,72.3,64.9,76.8,61.2,74.4,61.3,75.7,86.7,47.4,47.7,41.4,77,59.4
Q96Q45,185.4,92.5,145.6,122.7,104.7,163.4,197.2,141.1,105.5,123.3,103.1,160.8,41.5,25.5,31.3
Q9H8Y8,123.9,48.6,139.1,101.7,82.7,90.4,143.4,91.1,80.3,112.7,72.8,166.6,128.1,71,67.8
P02545,365.2,256.2,621.4,223.4,412.8,335.7,389.5,246.7,394.5,390.9,228.5,501.1,556.8,273.8,433.6
Q96GS4,107.4,115.3,146.5,86.7,161.9,85.3,111.1,89.6,167.9,137.1,97.6,131.4,35.6,46.1,45
P67809,3065,1164.5,3569.3,1277.1,3341.8,2402.2,2675.2,1166.7,3161.6,2678.8,993.8,4007.1,515.3,572.6,485.6
O14867,177.9,106.4,212.9,117.5,196.2,147.1,141.5,107.4,179,169.3,111.8,231.3,71.5,100.8,103.1
O00193,166,159.2,186.5,106.5,309.2,191.9,185.5,158.7,128.5,221.9,101.6,82.8,21.5,20.8,26.5
O75845,64,33.1,38.1,57.9,38.7,65.4,82.4,41.7,44.9,46.6,32.8,39.7,28.1,25.2,24.9
Q9NUQ3,202.1,142.2,217.8,140.7,222.9,172.8,219.6,129.5,259.9,190.4,139.9,200,79,96.6,82.4
P11717,90.1,89.5,113.1,79.8,95.8,63.9,97.4,103.6,116.3,93.7,93.4,128.7,74.8,86,88.9
Q9P021,135.7,189.3,106.7,86.8,162.5,146.8,193,190.4,167.3,146.9,92.4,42.1,23.6,39.2,35.9
Q8WUX2,24.6,17.9,12.6,24,11.6,13.7,23.1,17.5,10.4,13.4,15.5,23.8,14.9,13.3,14.6
Q5T1V6,9.4,10.5,8.3,6.5,6.4,13,10.6,8.4,12.8,11.4,7.8,7,9.1,6.8,6.1
P60900,12,6.5,5.8,22.2,3.9,9.8,6.2,10.4,8.6,10.8,8.7,5.7,9.4,10.7,9.2
O95273,53.6,14.2,23.4,12,15.2,36.2,39.4,7.3,12.9,23.1,5.1,22.7,7.5,15.7,10.5
Q92945,2004.4,1784.8,2375.6,1962.8,2943.9,1913.1,2273.9,1980.4,2783.2,2401.7,1426.6,1502.8,375.7,412.6,379.3
A7MCY6,360.8,181.5,362.9,161.8,230.8,267.6,273.3,161.2,193.5,323.4,182.5,336.1,138.8,168.6,169.2
O95674,31.8,26.1,20.3,45,16.2,31.4,26.4,23.6,32.6,27.7,19.3,26,25.6,15.9,20.1
Q9NQ39,229.4,152.4,167.3,108.1,176.3,187.2,207.7,165.7,152.7,180.1,136.7,136.3,42.4,49,46.9
Q8IX94,154.6,157.8,267.1,173.5,291.8,130.8,201.3,206.6,317,171.3,291.2,307.7,59.3,65.6,57.5
Q86SX3,9.6,11,6.9,20.5,5.7,9,8.7,12.8,5.4,7.9,35.2,3.4,11.1,5.7,5.8
P49815,67.4,42.3,33.2,42.4,22.7,54.9,63.2,39.6,27.5,44.9,42.6,42.3,43.1,23,28.3
Q9P013,69.2,82,71.5,52.4,88.1,55.6,87,97.2,100.7,80.8,67.8,58.3,43.8,46.5,51.1
P11274,32.7,20.8,36.1,21.1,27.1,32.9,34.8,22.2,28.3,38.2,22.5,33.3,16.8,14.2,10.7
Q13573,940.5,855.4,1009.3,1128.1,1264.4,918.5,1126,1361.4,1034,1240.4,718.9,568.3,181.7,207.9,227.3
O95639,80.5,44.6,27.4,109.2,25.9,43,48.9,45.5,35.2,47.1,34.7,41.9,39.9,31.9,40.2
